EmployeeNumber,Age,Gender,MaritalStatus_Single,MaritalStatus_Married,OverTime,Attrition,MonthlyIncome,JobLevel,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,PerformanceRating,SatisfactionIndex,IncomePerJobLevel,AttritionRiskScore,RiskBand
342,37,1,False,False,0,1,10048,3,17,1,0,1,3,3,3,2.25,3349.3333333333335,0.07386454031544581,Low
343,39,0,True,False,0,0,10938,3,20,19,11,3,3,3,4,3.25,3646.0,0.07049578955624415,Low
346,29,1,True,False,0,0,2340,1,6,6,1,3,4,3,3,2.75,2340.0,0.07575482272957858,Low
347,42,0,True,False,1,0,6545,2,10,3,0,4,1,3,3,2.75,3272.5,0.23781591389552958,Low
349,29,1,False,False,0,0,6931,2,10,3,0,4,4,3,3,3.75,3465.5,0.024504287532230117,Low
350,25,0,False,True,0,0,4898,2,5,4,1,1,3,3,3,2.75,2449.0,0.01284159274036397,Low
351,42,0,False,False,1,0,2593,1,10,9,7,4,1,3,3,2.75,2593.0,0.1842085551835577,Low
352,40,1,False,False,0,0,19436,5,22,21,3,1,3,3,3,2.75,3887.2,0.0006198347416790201,Low
353,51,1,False,True,0,0,2723,1,1,1,0,3,4,2,3,2.75,2723.0,0.035339947951124884,Low
355,31,1,True,False,0,1,3479,1,6,5,1,3,2,4,3,2.75,3479.0,0.6103460361512595,High
359,32,1,False,True,0,0,2794,1,5,5,0,2,2,1,4,2.0,2794.0,0.2509708205794938,Low
361,38,1,False,True,0,0,5249,2,13,8,7,4,4,3,3,3.75,2624.5,0.007955916193678695,Low
362,32,1,True,False,0,0,2176,2,9,6,0,4,1,3,3,3.0,1088.0,0.30884701558829425,Medium
363,46,0,False,True,1,0,16872,4,28,7,7,3,2,2,3,2.25,4218.0,0.41853677336977574,Medium
364,28,1,True,False,0,1,3485,1,5,0,0,1,3,1,3,2.0,3485.0,0.5059571005744944,Medium
366,29,1,False,True,0,0,6644,2,10,0,0,1,2,3,3,2.0,3322.0,0.15548463120686357,Low
367,31,1,False,True,0,0,5582,2,10,9,7,2,4,3,4,2.75,2791.0,0.041205490626983705,Low
369,25,1,False,False,0,0,4000,2,6,6,1,2,1,3,3,2.5,2000.0,0.002914373258505199,Low
372,45,1,False,True,1,0,13496,4,21,20,4,3,4,3,3,3.0,3374.0,0.03335475607097557,Low
373,36,1,False,True,0,0,3210,1,16,15,10,4,4,3,3,3.5,3210.0,0.005395419096376411,Low
374,55,1,True,False,1,0,19045,5,37,36,4,4,1,3,3,2.75,3809.0,0.02479272351821826,Low
376,47,1,False,True,1,1,11849,3,10,10,9,1,2,2,3,2.25,3949.6666666666665,0.2013681925313415,Low
377,28,1,False,True,0,0,2070,1,5,5,0,4,4,2,4,3.5,2070.0,0.006138405018038974,Low
378,37,1,False,True,0,0,6502,2,7,5,0,3,4,4,3,3.25,3251.0,0.017573190085020698,Low
379,21,1,True,False,0,0,3230,1,3,3,1,4,3,4,3,3.0,3230.0,0.04753506969752062,Low
380,37,0,False,False,1,0,13603,3,15,5,0,1,4,3,3,2.25,4534.333333333333,0.002797261352871626,Low
381,35,0,False,False,0,0,11996,3,10,7,6,2,2,2,3,2.0,3998.6666666666665,0.06880579558056338,Low
382,38,0,False,False,1,0,5605,2,8,8,7,1,1,3,4,2.0,2802.5,0.33173549944601854,Medium
384,26,0,False,False,0,0,6397,2,6,6,1,3,2,1,4,1.75,3198.5,0.02577717356363324,Low
385,50,1,False,False,0,0,19144,5,28,10,1,1,2,2,3,1.5,3828.8,0.003178548989596582,Low
386,53,1,False,True,1,0,17584,4,21,5,1,3,3,2,3,3.0,4396.0,0.0019751944865794603,Low
387,42,1,False,True,0,0,4907,2,20,20,11,2,3,3,4,2.75,2453.5,0.02496527773015358,Low
388,29,1,True,False,0,0,4554,2,10,10,0,2,4,2,3,2.25,2277.0,0.14314868050552654,Low
389,55,1,False,True,1,0,5415,2,12,10,0,2,4,3,3,3.25,2707.5,0.1447591263724296,Low
390,26,1,False,True,1,0,4741,2,5,5,3,1,1,3,3,2.0,2370.5,0.5577680573732855,Medium
391,37,0,True,False,0,0,2115,1,17,17,5,4,4,3,3,3.25,2115.0,0.004491429010851165,Low
392,44,1,False,False,1,1,3161,1,19,1,0,4,3,1,4,3.0,3161.0,0.48544026305185384,Medium
393,38,1,False,False,0,0,5745,2,10,2,1,4,4,3,3,3.25,2872.5,0.03581228255196952,Low
394,26,1,False,False,1,1,2373,1,5,3,0,1,2,3,3,2.5,2373.0,0.5956347765837919,Medium
395,28,0,True,False,0,0,3310,1,5,5,0,4,4,3,4,3.75,3310.0,0.007825352904777226,Low
396,49,0,True,False,1,0,18665,5,22,3,1,3,1,3,3,2.75,3733.0,0.19841897570083972,Low
397,36,1,True,False,0,0,4485,2,10,8,7,3,2,3,3,3.0,2242.5,0.1933928558549062,Low
399,31,0,False,False,0,0,2789,1,2,2,2,4,2,2,3,2.75,2789.0,0.1908963967948907,Low
401,26,1,True,False,1,1,5828,2,8,8,7,4,4,3,3,3.25,2914.0,0.6060217193537246,High
403,37,1,False,True,1,0,2326,1,4,4,1,2,4,2,3,2.75,2326.0,0.13932769203280937,Low
404,42,0,False,True,0,0,13525,4,23,20,4,3,2,4,3,3.25,3381.25,0.1678776149149819,Low
405,18,1,True,False,0,1,1420,1,0,0,0,3,3,3,3,3.0,1420.0,0.6017959968010091,High
406,35,1,False,True,0,0,8020,3,12,11,6,3,2,2,3,2.5,2673.3333333333335,0.033849784095431164,Low
407,36,1,False,True,0,0,3688,1,4,1,0,3,4,3,3,3.5,3688.0,0.0886480853749286,Low
408,51,1,False,False,0,0,5482,2,13,4,1,4,2,3,3,3.25,2741.0,0.008714244701340449,Low
410,41,1,True,False,0,0,16015,4,22,22,0,4,2,3,3,2.75,4003.75,0.015906287632022394,Low
411,18,0,True,False,0,0,1200,1,0,0,0,4,3,3,3,2.75,1200.0,0.7456105683559596,High
412,28,1,True,False,0,0,5661,2,9,8,0,2,1,3,3,2.25,2830.5,0.02382991417020228,Low
416,31,1,False,True,0,0,6929,2,10,8,7,2,4,2,3,2.5,3464.5,0.14327002794640625,Low
417,39,1,False,False,0,0,9613,3,19,18,3,3,4,2,3,2.5,3204.3333333333335,0.00035988773744378115,Low
419,36,0,False,True,0,0,5674,2,11,9,0,2,2,3,3,2.5,2837.0,0.04330700029278074,Low
420,32,1,False,True,0,0,5484,2,13,13,4,4,3,2,3,3.0,2742.0,0.02514028550514195,Low
421,38,0,False,True,0,0,12061,3,19,10,0,1,2,3,3,2.25,4020.3333333333335,0.011411902250031167,Low
422,58,1,False,False,1,0,5660,2,12,5,1,4,3,3,3,3.5,2830.0,0.00859196113561104,Low
423,31,1,False,True,1,0,4821,1,6,5,0,3,4,3,3,3.25,4821.0,0.02738275313534199,Low
424,31,1,False,True,0,0,6410,2,9,2,1,1,1,3,3,2.25,3205.0,0.709996519079958,High
425,45,1,False,False,0,0,5210,3,24,24,9,1,1,3,3,1.5,1736.6666666666667,0.14573421685655363,Low
426,31,1,False,False,1,0,2695,1,3,2,2,3,4,1,3,2.5,2695.0,0.20170462531181307,Low
428,33,0,False,True,0,0,11878,3,12,10,8,4,2,3,3,2.75,3959.3333333333335,0.06097825365573252,Low
429,39,1,False,True,1,0,17068,4,21,21,11,3,1,3,3,2.75,4267.0,0.2773357585154054,Low
430,43,0,True,False,0,0,2455,1,9,8,1,3,4,3,3,2.75,2455.0,0.0743550564756893,Low
431,49,0,True,False,1,0,13964,4,25,7,0,3,3,3,3,3.25,3491.0,0.13353879012708342,Low
433,52,1,False,True,0,1,4941,2,11,8,7,3,2,2,3,2.0,2470.5,0.09590771052717018,Low
434,27,0,True,False,1,0,2478,1,4,4,1,3,2,2,3,2.25,2478.0,0.41417056389905055,Medium
436,32,0,False,True,1,0,5228,2,13,13,11,3,2,3,3,3.0,2614.0,0.5133262057661429,Medium
437,27,1,True,False,1,0,4478,2,5,5,0,4,3,3,3,2.75,2239.0,0.23027671907919536,Low
438,31,1,False,False,0,0,7547,2,13,7,1,4,4,3,3,3.75,3773.5,0.003883206360752412,Low
439,32,0,True,False,0,0,5055,2,10,7,0,1,4,2,3,2.5,2527.5,0.04801930543947736,Low
440,28,1,False,True,1,1,3464,1,5,3,2,1,4,2,3,2.75,3464.0,0.4814502894464626,Medium
441,30,0,False,True,0,0,5775,2,11,10,1,4,4,3,3,3.75,2887.5,0.002480818552073568,Low
442,31,0,False,True,0,0,8943,3,10,10,8,3,3,3,4,2.5,2981.0,0.0688946523395376,Low
444,39,1,False,True,0,0,19272,5,21,21,13,3,4,3,3,2.75,3854.4,0.2348314726800508,Low
445,39,0,False,True,1,1,5238,2,12,1,0,4,3,2,3,2.5,2619.0,0.2184826954931882,Low
446,33,1,True,False,0,0,4682,2,9,7,0,2,4,2,3,2.75,2341.0,0.320441147186859,Medium
447,47,1,False,True,0,0,18300,5,21,3,1,4,3,3,3,3.0,3660.0,0.0015792964182594314,Low
448,43,0,False,False,0,0,5257,2,9,9,0,3,3,4,3,3.0,2628.5,0.07044026519601777,Low
449,27,1,False,True,1,0,6349,2,6,5,1,3,2,3,3,3.0,3174.5,0.11309175358900114,Low
450,54,0,True,False,0,0,4869,2,20,4,0,4,3,2,3,3.25,2434.5,0.02012126596106165,Low
451,43,0,False,True,0,0,9985,3,10,1,0,3,1,2,3,1.75,3328.3333333333335,0.16247471616217007,Low
452,45,1,False,True,0,0,3697,2,12,10,9,4,4,3,3,3.0,1848.5,0.010896067267236676,Low
453,40,1,False,True,1,0,7457,2,6,4,0,2,4,2,4,2.75,3728.5,0.19185945552801945,Low
454,29,1,False,True,1,1,2119,1,7,7,0,2,1,2,3,2.25,2119.0,0.6099793977432143,High
455,29,1,True,False,0,0,3983,1,4,3,2,2,4,3,3,3.0,3983.0,0.12818091208365692,Low
456,30,0,False,False,0,0,6118,2,10,10,1,4,3,3,3,3.25,3059.0,0.01016321386700047,Low
458,27,0,False,True,0,0,6214,2,8,8,0,2,2,3,3,2.0,3107.0,0.04294603564128267,Low
460,37,1,False,False,0,0,6347,2,8,6,0,4,4,2,3,3.25,3173.5,0.005961509722253039,Low
461,38,1,False,False,1,0,11510,3,12,11,2,3,4,3,3,3.0,3836.6666666666665,0.006007317596562886,Low
462,31,0,True,False,1,0,7143,3,11,11,4,3,4,2,3,3.0,2381.0,0.04899388127382569,Low
463,29,0,False,False,1,0,8268,2,7,7,1,4,2,3,3,2.5,4134.0,0.24155408130442171,Low
464,35,1,True,False,0,0,8095,3,17,16,0,3,2,3,3,3.0,2698.3333333333335,0.004014980121265511,Low
465,23,1,False,False,0,0,2904,1,4,4,0,3,4,2,3,3.0,2904.0,0.029667257414309294,Low
466,41,1,True,False,1,0,6032,2,8,5,1,4,2,3,3,3.25,3016.0,0.2471441477498294,Low
467,47,1,True,False,0,0,2976,2,5,0,0,2,3,3,3,2.25,1488.0,0.5088112434125548,Medium
468,42,0,True,False,0,0,15992,4,16,1,0,1,4,3,3,2.5,3998.0,0.029145982725233027,Low
469,29,1,False,True,0,0,4649,2,4,4,0,4,3,2,3,2.5,2324.5,0.014760499253211127,Low
470,42,1,False,False,1,0,2696,1,4,3,1,3,3,3,3,3.0,2696.0,0.11315901712643921,Low
471,32,0,False,True,0,0,2370,1,8,8,0,3,2,3,3,2.75,2370.0,0.021088916375695252,Low
473,48,0,False,True,0,0,12504,3,15,0,0,1,3,1,4,1.75,4168.0,0.145674244955452,Low
474,37,1,False,False,1,0,5974,2,13,7,6,3,1,3,3,2.0,2987.0,0.08587711554445415,Low
475,30,0,False,True,1,0,4736,2,4,2,2,4,3,4,3,3.25,2368.0,0.4144346624502408,Medium
476,26,1,False,True,0,0,5296,2,8,8,7,3,3,3,3,2.75,2648.0,0.039108360392316924,Low
477,42,1,True,False,0,0,6781,2,14,1,0,1,4,3,4,2.5,3390.5,0.01197655381363408,Low
478,21,0,True,False,1,1,2174,1,3,3,1,1,2,3,3,2.25,2174.0,0.9758717797715897,High
479,36,0,True,False,0,0,6653,2,7,1,0,4,4,3,3,3.25,3326.5,0.010386333737841884,Low
481,36,1,False,True,0,0,9699,3,16,13,1,1,4,3,3,2.25,3233.0,0.11479209153931502,Low
482,57,1,False,True,0,0,6755,2,15,3,1,4,3,3,3,3.25,3377.5,0.002476565999474901,Low
483,40,0,False,True,1,0,2213,1,10,7,1,4,3,3,3,3.25,2213.0,0.045150599661584134,Low
484,21,1,True,False,0,0,2610,1,3,3,2,1,4,2,4,2.5,2610.0,0.223979606559229,Low
485,33,0,True,False,1,1,2851,1,1,1,0,4,3,3,3,3.0,2851.0,0.682167630825327,High
486,37,0,False,True,0,0,3452,1,17,5,0,3,1,3,4,2.25,3452.0,0.055491510608212384,Low
487,46,0,False,True,0,0,5258,2,7,1,0,3,3,4,3,3.25,2629.0,0.002632647057347889,Low
488,41,1,True,False,0,1,9355,2,8,8,7,1,2,3,3,2.25,4677.5,0.36632573053955403,Medium
491,50,1,True,False,0,0,10496,3,20,4,1,4,4,3,3,3.75,3498.6666666666665,0.022376330566672598,Low
492,40,1,False,True,1,1,6380,2,8,6,1,3,3,3,3,2.5,3190.0,0.3832011135318041,Medium
493,31,1,True,False,1,0,2657,1,3,2,2,3,2,3,3,3.0,2657.0,0.3865076459511671,Medium
494,21,0,True,False,0,1,2716,1,1,1,0,3,2,3,3,3.0,2716.0,0.44942375231356496,Medium
495,29,1,True,False,0,0,2201,1,6,3,1,4,4,3,3,3.75,2201.0,0.11552153605974927,Low
496,35,1,True,False,0,0,6540,2,10,1,0,3,2,3,3,2.75,3270.0,0.1539463848487648,Low
497,27,1,False,False,0,0,3816,1,5,5,0,4,2,3,3,2.75,3816.0,0.020660941361703662,Low
498,28,1,True,False,0,0,5253,2,7,7,0,2,4,3,3,3.25,2626.5,0.06882144168245605,Low
499,49,1,True,False,0,0,10965,3,26,5,0,2,3,3,4,2.75,3655.0,0.02422623421659278,Low
500,51,0,False,True,0,0,4936,2,18,7,0,3,4,2,3,3.0,2468.0,0.007798370732177063,Low
501,36,0,False,True,0,0,2543,1,6,2,2,4,3,3,3,3.0,2543.0,0.022785890107437277,Low
502,34,1,True,False,1,1,5304,2,9,5,0,1,4,2,3,2.25,2652.0,0.5312057094231352,Medium
505,55,0,True,False,1,0,16659,4,30,5,1,3,4,3,3,3.25,4164.75,0.018729800437058942,Low
507,24,0,False,False,1,0,4260,2,5,5,0,4,3,4,3,3.75,2130.0,0.056778362049170014,Low
508,30,1,False,True,0,0,2476,1,1,1,0,3,2,3,3,2.25,2476.0,0.39828693629788925,Medium
510,26,1,True,False,0,1,3102,1,7,6,0,3,1,3,4,2.5,3102.0,0.16541923891781923,Low
511,22,0,False,True,0,0,2244,1,2,2,1,1,2,3,3,2.5,2244.0,0.1428706085124556,Low
513,36,1,False,True,0,0,7596,3,10,10,9,2,3,3,3,2.5,2532.0,0.14833046418487947,Low
514,30,1,True,False,1,1,2285,1,3,1,0,3,4,3,4,3.25,2285.0,0.8124234656877951,High
515,37,0,False,False,0,0,3034,1,18,18,12,4,1,2,3,2.5,3034.0,0.048589437876179344,Low
516,40,0,False,False,0,0,5715,2,8,5,1,4,2,3,3,3.0,2857.5,0.0180670232936787,Low
517,42,0,False,False,0,0,2576,1,8,5,1,2,1,3,3,2.0,2576.0,0.09342475651278961,Low
518,37,1,True,False,1,0,4197,2,18,1,0,3,2,2,3,2.75,2098.5,0.16145104360970325,Low
520,43,1,False,False,0,0,14336,4,25,25,3,1,2,3,3,2.25,3584.0,0.002471748759143723,Low
521,40,0,False,True,0,0,3448,2,20,1,0,2,3,3,4,2.5,1724.0,0.08900503512578457,Low
522,54,1,False,True,0,0,19406,5,24,4,1,1,1,2,3,1.75,3881.2,0.009375922562386306,Low
523,34,0,False,True,0,0,6538,2,6,3,1,3,3,3,3,2.5,3269.0,0.04662388803870722,Low
524,31,0,False,True,0,0,4306,2,13,13,3,2,1,1,3,1.5,2153.0,0.01748861043766035,Low
525,43,1,False,True,0,0,2258,1,8,3,1,4,4,3,4,3.0,2258.0,0.373848534506512,Medium
526,43,0,False,False,1,0,4522,2,8,5,0,3,3,3,3,3.25,2261.0,0.01375809644680429,Low
527,25,0,True,False,1,0,4487,2,5,5,1,2,4,3,3,2.75,2243.5,0.5094823978656067,Medium
529,37,0,False,True,1,0,4449,2,15,13,10,2,3,3,3,2.25,2224.5,0.08502641812468265,Low
530,31,1,False,True,0,0,2218,1,4,4,3,4,1,3,3,2.75,2218.0,0.2004402908023026,Low
531,39,1,False,False,1,0,19197,5,21,21,1,2,3,3,3,2.75,3839.4,0.08288579035026113,Low
532,56,0,False,True,0,0,13212,4,36,7,7,3,1,2,3,2.5,3303.0,0.03369286579133341,Low
533,30,0,True,False,0,0,6577,2,6,5,4,2,3,3,3,2.5,3288.5,0.16772036188886777,Low
534,41,1,False,True,0,0,8392,3,10,10,0,2,1,3,3,2.25,2797.3333333333335,0.01955848655632846,Low
536,28,1,False,False,0,0,4558,2,10,10,1,3,1,3,3,2.75,2279.0,0.06950634887300776,Low
538,25,1,False,True,0,1,4031,1,6,2,0,1,1,3,3,2.0,4031.0,0.2061175549484684,Low
543,52,1,False,True,1,0,7969,3,28,5,0,4,3,3,3,3.25,2656.3333333333335,0.008221200313280065,Low
544,45,1,False,True,0,0,2654,1,8,2,0,1,4,2,4,2.75,2654.0,0.025073548175172277,Low
546,52,0,False,True,0,0,16555,4,31,5,1,4,4,1,3,3.25,4138.75,0.002145456699620326,Low
547,42,0,False,False,0,0,4556,2,19,5,0,1,3,3,3,2.25,2278.0,0.07894987505555011,Low
548,30,0,True,False,0,0,6091,2,11,5,0,3,4,3,4,3.25,3045.5,0.04930888418491063,Low
549,60,0,False,True,0,0,19566,5,33,29,11,1,1,1,3,1.75,3913.2,0.11771880771815368,Low
550,46,0,False,False,0,0,4810,2,19,10,0,3,3,2,3,2.75,2405.0,0.0011829485917855655,Low
551,42,0,False,True,0,0,4523,2,7,6,0,4,4,4,3,4.0,2261.5,0.0033017491850813392,Low
554,24,0,True,False,1,1,3202,1,6,5,1,1,2,3,3,2.0,3202.0,0.7593475903522874,High
555,34,0,False,False,0,1,2351,1,3,2,1,4,3,2,3,3.25,2351.0,0.35930834915352255,Medium
556,38,1,False,True,1,0,1702,1,1,1,0,4,4,3,4,3.5,1702.0,0.26515205053081314,Low
558,40,0,False,True,0,0,18041,5,21,20,1,3,3,3,3,3.25,3608.2,0.0013184835950000558,Low
560,26,0,False,False,0,0,2886,1,3,3,0,1,4,1,4,2.0,2886.0,0.058449188873945526,Low
562,30,1,False,True,0,0,2097,1,9,5,1,3,4,1,3,2.75,2097.0,0.029070755607452328,Low
564,29,1,False,True,0,0,11935,3,10,10,0,2,3,3,3,2.75,3978.3333333333335,0.003354947383725064,Low
565,29,0,False,True,0,1,2546,1,6,2,1,3,2,4,3,2.75,2546.0,0.38841538511598017,Medium
566,19,1,True,False,0,1,2564,1,1,1,0,1,4,4,3,3.0,2564.0,0.4153056043642832,Medium
567,30,0,False,True,0,0,8412,3,10,9,7,3,1,3,3,2.5,2804.0,0.01807347135937628,Low
568,57,1,False,False,0,0,14118,4,32,1,0,1,4,2,3,2.5,3529.5,0.03819647734565119,Low
569,50,1,False,True,0,0,17046,4,28,27,15,2,3,3,3,2.5,4261.5,0.14745069478497633,Low
571,30,0,True,False,0,0,2564,1,12,11,6,3,4,2,3,3.0,2564.0,0.020063415714861425,Low
573,60,0,False,True,0,0,10266,3,22,18,13,3,1,4,3,3.0,3422.0,0.1284426651075252,Low
574,47,0,False,False,0,0,5070,2,20,5,0,1,4,3,3,2.75,2535.0,0.002106403226035484,Low
575,46,1,False,True,0,0,17861,4,26,3,0,1,3,1,3,2.0,4465.25,0.016653726400828923,Low
577,35,1,True,False,0,0,4230,1,6,5,4,4,3,3,3,3.25,4230.0,0.37104470126066696,Medium
578,54,0,True,False,0,0,3780,2,19,1,0,3,3,3,3,3.0,1890.0,0.09957821287961725,Low
579,34,1,False,False,0,0,2768,1,14,7,5,4,3,3,3,3.25,2768.0,0.009334783651509006,Low
580,46,0,False,True,1,0,9071,3,15,3,1,3,4,3,3,3.25,3023.6666666666665,0.10934285737568317,Low
581,31,1,False,False,0,0,10648,3,13,13,0,3,2,4,4,3.25,3549.3333333333335,0.0014897903708395873,Low
582,33,1,False,True,1,1,13610,3,15,7,7,2,3,4,3,3.25,4536.666666666667,0.27463621587966786,Low
584,33,1,False,False,0,1,3408,1,8,4,1,1,4,3,3,2.25,3408.0,0.33369108016259286,Medium
585,30,1,True,False,0,0,2983,1,4,3,1,4,2,3,3,2.5,2983.0,0.33221882393345226,Medium
586,35,1,False,True,1,0,7632,3,10,8,0,4,3,3,3,3.25,2544.0,0.07112496629863452,Low
587,31,1,False,True,0,1,9824,3,12,1,0,1,3,3,3,2.0,3274.6666666666665,0.41499820185758074,Medium
590,34,0,False,False,1,1,9950,3,11,3,0,2,1,3,3,2.25,3316.6666666666665,0.9118392744695448,High
591,42,1,False,True,0,0,2093,1,8,2,2,2,3,3,3,3.0,2093.0,0.08092168463402269,Low
592,36,1,True,False,0,0,9980,3,10,10,9,2,4,2,3,3.0,3326.6666666666665,0.07996822175271856,Low
593,22,1,True,False,0,1,3894,1,4,2,1,3,3,3,3,3.0,3894.0,0.6355676718275403,High
595,48,0,False,True,0,0,4051,2,14,9,6,2,4,3,3,2.5,2025.5,0.030897635510991787,Low
597,55,0,True,False,0,0,16835,4,37,10,7,1,2,3,4,2.5,4208.75,0.025299061809224747,Low
599,41,1,True,False,0,0,6230,2,16,14,1,4,4,3,3,3.75,3115.0,0.009794047099802902,Low
600,35,1,False,True,0,0,4717,2,15,11,6,2,3,3,3,2.75,2358.5,0.1380976054907311,Low
601,40,0,True,False,0,0,13237,4,22,20,5,2,3,3,3,2.75,3309.25,0.05154550090578377,Low
602,39,0,False,True,0,0,3755,1,8,8,0,3,3,3,3,2.5,3755.0,0.057944250879003796,Low
604,31,1,True,False,1,0,6582,2,10,6,0,2,4,4,3,3.25,3291.0,0.2546399068788355,Low
605,42,1,False,True,1,0,7406,3,10,10,5,4,1,2,4,2.75,2468.6666666666665,0.06206014356388176,Low
606,45,1,False,True,0,0,4805,2,9,8,3,4,2,4,3,3.0,2402.5,0.0031626444275110912,Low
608,26,0,False,False,1,1,2741,1,8,7,1,2,3,2,3,2.25,2741.0,0.5712540775584183,Medium
611,29,1,False,False,0,0,4262,2,8,3,1,4,4,4,3,3.5,2131.0,0.024477483345061248,Low
612,33,0,False,False,0,0,16184,4,10,6,0,1,3,3,3,2.5,4046.0,0.002667925437200849,Low
613,31,1,False,False,0,0,11557,3,10,5,0,3,4,2,4,3.0,3852.3333333333335,0.06857134507980733,Low
614,18,1,True,False,1,1,1878,1,0,0,0,2,2,3,3,2.75,1878.0,0.960995075797485,High
615,40,1,False,False,0,0,10932,3,20,1,0,3,1,3,3,2.5,3644.0,0.0625118689384194,Low
616,41,0,True,False,1,0,6811,2,10,8,0,1,3,3,3,2.0,3405.5,0.032042439638846155,Low
618,26,1,False,False,0,0,4306,2,8,0,0,1,3,3,3,2.0,2153.0,0.34048254987891513,Medium
620,35,0,True,False,0,0,4859,2,5,5,0,1,3,3,3,2.75,2429.5,0.07032581918767333,Low
621,34,1,True,False,0,0,5337,2,10,10,5,4,4,3,3,3.75,2668.5,0.030374992233814166,Low
622,26,1,True,False,1,1,2340,1,1,1,0,3,4,1,3,2.5,2340.0,0.9830111215902867,High
623,37,0,True,False,0,0,7491,3,12,6,1,2,4,4,3,3.5,2497.0,0.015612624219178351,Low
624,46,0,False,True,0,0,10527,3,28,2,1,1,3,2,3,2.5,3509.0,0.043416420777707125,Low
625,41,0,False,True,0,0,16595,4,22,18,11,2,1,3,3,2.0,4148.75,0.07593971105416449,Low
626,37,1,False,False,0,0,8834,3,9,9,7,1,2,3,3,2.5,2944.6666666666665,0.021899261763975313,Low
630,52,1,False,False,1,0,5577,2,18,10,6,4,1,3,3,2.5,2788.5,0.040589488681512007,Low
631,32,1,False,True,0,1,4707,2,6,4,1,4,3,3,3,3.5,2353.5,0.00867384702475952,Low
632,24,1,False,True,0,0,2400,1,3,2,2,4,4,3,3,3.5,2400.0,0.2093526997884502,Low
634,38,0,False,True,0,0,9824,2,18,1,0,3,3,3,3,3.0,4912.0,0.003167996086766178,Low
635,37,0,False,True,0,0,6447,2,8,6,4,2,2,2,3,2.0,3223.5,0.09436729408014083,Low
638,49,1,False,False,1,0,19502,5,31,31,0,4,3,3,3,3.25,3900.4,0.0018458396340721136,Low
639,24,1,False,True,1,0,2725,1,6,6,1,2,4,3,3,2.75,2725.0,0.08405356933051228,Low
641,26,1,False,True,0,0,6272,2,6,5,1,1,2,4,4,2.75,3136.0,0.09415042745389357,Low
643,24,1,False,True,0,0,2127,1,1,1,0,4,2,3,4,3.25,2127.0,0.15282797808700985,Low
644,50,1,False,True,0,0,18200,5,32,32,10,1,2,3,3,2.25,3640.0,0.019162279286943237,Low
645,25,1,False,True,0,0,2096,1,7,7,0,2,3,3,3,2.75,2096.0,0.2192043264801089,Low
647,24,0,False,True,1,1,2886,1,6,6,1,1,3,3,3,2.75,2886.0,0.4592507269348197,Medium
648,30,1,False,True,0,1,2033,1,1,1,0,2,1,4,3,2.5,2033.0,0.7239730970302981,High
649,34,1,False,True,1,0,3622,1,6,6,1,2,4,3,3,3.25,3622.0,0.06377674248318393,Low
650,31,1,False,False,0,1,4233,2,9,3,1,2,1,1,3,1.75,2116.5,0.2835305740002082,Low
652,35,1,True,False,0,0,3681,2,9,3,0,1,4,3,3,3.0,1840.5,0.3941302603900818,Medium
653,31,1,False,False,0,0,5460,2,13,7,5,1,4,4,4,3.25,2730.0,0.007161598581885684,Low
655,27,0,False,False,0,0,2187,1,6,5,0,1,3,2,3,2.25,2187.0,0.024763910671557084,Low
656,37,1,False,True,1,0,9602,2,17,3,1,4,3,2,3,3.0,4801.0,0.1994988818525431,Low
657,20,0,True,False,0,0,2836,1,1,1,0,4,2,4,3,3.5,2836.0,0.08653758438935424,Low
659,42,0,False,True,0,0,4089,2,10,10,2,3,4,3,3,3.0,2044.5,0.002158713228797527,Low
661,43,1,False,False,1,0,16627,4,21,1,0,2,4,2,3,2.75,4156.75,0.016266865204753768,Low
662,38,0,True,False,0,0,2619,1,8,0,0,3,1,2,3,2.5,2619.0,0.11615944533828935,Low
663,43,1,False,False,1,0,5679,2,10,8,4,4,3,3,3,3.0,2839.5,0.21363075782923965,Low
664,48,0,False,True,0,0,15402,4,21,3,0,4,1,1,3,1.75,3850.5,0.059021005282594394,Low
665,44,0,True,False,0,0,5985,2,10,2,0,1,3,4,3,2.5,2992.5,0.16587266079832275,Low
666,34,0,False,False,1,0,2579,1,8,8,0,3,3,3,3,3.25,2579.0,0.1891251577012411,Low
667,27,1,False,False,0,1,3041,1,5,4,0,3,1,3,3,2.25,3041.0,0.09753104922442335,Low
669,21,1,True,False,0,0,3447,1,3,3,1,3,3,3,3,3.0,3447.0,0.5052937196369557,Medium
671,44,1,False,True,1,0,19513,5,26,2,0,4,4,4,3,3.25,3902.6,0.013454718310533713,Low
675,22,1,False,True,0,0,2773,1,3,2,2,1,3,3,4,2.75,2773.0,0.06777105683827925,Low
677,33,1,False,False,0,0,7104,2,6,5,1,3,3,3,3,3.25,3552.0,0.03402154798985495,Low
679,32,0,False,True,1,0,6322,2,6,6,0,1,4,2,3,2.75,3161.0,0.11604437176440159,Low
680,30,0,False,False,0,0,2083,1,1,1,0,3,3,3,4,3.0,2083.0,0.05771733588740349,Low
682,53,0,True,False,0,0,8381,2,18,14,8,4,1,4,4,3.25,4190.5,0.039973548994484596,Low
